company_ntn,person_cnic,person_name,role,shareholding_percent
8537733-3,42101-2800703-3,Ali Warraich,CEO/Director,100
9811892-6,33100-4639282-5,Imran Tarar,CEO/Director,100
8050470-4,17301-5008521-9,Junaid Sandhu,CEO/Director,51
8195010-9,33100-5356506-5,Muhammad Ali Cheema,CEO/Director,75
1025704-3,36302-7873957-9,Hamza Sheikh,CEO/Director,75
3219460-9,34101-2211940-3,Farhan Bhatti,CEO/Director,75
5064889-0,33100-8073235-2,Komal Tarar,CEO/Director,100
5726381-5,42101-5891504-5,Salman Warraich,CEO/Director,60
1212776-8,34603-7729289-6,Saba Malik,CEO/Director,100
7338328-7,34101-0538146-5,Usman Rana,CEO/Director,60
3161131-3,42101-1071768-0,Areeba Warraich,CEO/Director,51
2649329-0,33100-3099589-2,Areeba Janjua,CEO/Director,60
6391098-2,34603-4172701-5,Junaid Janjua,CEO/Director,60
1414266-6,17301-6198828-8,Sadia Raja,CEO/Director,100
6412510-0,42101-9210943-9,Bilawal Chaudhry,CEO/Director,51
2686147-2,33100-3531473-1,Imran Abbasi,CEO/Director,51
4406588-0,36302-3565585-9,Kamran Tarar,CEO/Director,75
5826931-5,17301-3562809-9,Muhammad Junaid Sandhu,CEO/Director,75
7582451-5,42101-3843960-5,Muhammad Faizan Janjua,CEO/Director,51
8428882-3,42101-6392042-5,Farhan Sheikh,CEO/Director,75
3135034-8,42101-4529370-1,Muhammad Danish Tarar,CEO/Director,60
2509013-6,33100-8940680-9,Muhammad Hamza Qureshi,CEO/Director,100
9277230-1,34101-5453364-2,Ayesha Bhatti,CEO/Director,100
1115239-7,33100-3186679-1,Saad Qureshi,CEO/Director,75
3790807-0,42101-3339457-8,Sadia Satti,CEO/Director,75
9094646-3,61101-5455246-1,Asad Gondal,CEO/Director,60
7197713-7,42101-2795696-2,Sidra Bhatti,CEO/Director,51
8940531-8,42101-3709892-4,Sidra Chaudhry,CEO/Director,51
7499402-9,36302-9477666-2,Kiran Janjua,CEO/Director,51
5614395-2,34603-0049097-3,Waqas Awan,CEO/Director,75
4106007-6,34101-3287340-9,Umar Dar,CEO/Director,60
2182267-9,42101-9853102-1,Hamza Abbasi,CEO/Director,60
7889480-0,33100-3375722-5,Adnan Butt,CEO/Director,51
5506794-5,34101-1162943-1,Muhammad Ahmed Janjua,CEO/Director,100
7018716-6,34101-8457014-4,Fatima Mir,CEO/Director,60
1344596-6,17301-0628688-7,Hussain Satti,CEO/Director,51
9170466-4,33100-5433333-3,Muhammad Zain Warraich,CEO/Director,51
5531278-4,36302-1127383-2,Areeba Cheema,CEO/Director,100
1965431-3,61101-4477638-9,Danish Gondal,CEO/Director,51
7640481-9,34603-0235728-7,Adnan Bhatti,CEO/Director,51
2530730-9,33100-5457285-7,Muhammad Shahzad Khan,CEO/Director,51
5415853-4,42101-5550219-3,Abdullah Warraich,CEO/Director,51
8724242-9,34603-1621284-2,Hina Mir,CEO/Director,100
5824080-6,42101-1655562-9,Muhammad Cheema,CEO/Director,100
8597089-4,61101-6716963-9,Saad Tarar,CEO/Director,60
1445945-5,36302-1977564-1,Muhammad Shahzad Khan,CEO/Director,100
7865193-1,61101-2308185-0,Noor Janjua,CEO/Director,60
2108115-8,61101-4175183-4,Noor Butt,CEO/Director,60
5856751-3,34101-9140396-1,Bilawal Janjua,CEO/Director,75
1130130-6,35202-4925141-7,Fahad Satti,CEO/Director,60
4213580-2,34101-9754050-0,Hira Raja,CEO/Director,75
3160171-5,36302-8546890-5,Faizan Cheema,CEO/Director,100
6336323-4,34101-0552475-6,Iqra Tarar,CEO/Director,100
7663109-2,35202-9484713-3,Hussain Rana,CEO/Director,75
1670819-1,34101-7475912-3,Ali Warraich,CEO/Director,51
3105693-6,17301-5896312-3,Junaid Qureshi,CEO/Director,60
4149424-2,17301-1335092-0,Sadia Satti,CEO/Director,75
3960462-0,34101-2406486-5,Muhammad Farhan Sheikh,CEO/Director,60
4205337-8,42101-9684386-9,Waqas Bhatti,CEO/Director,100
7055862-6,34101-0521071-5,Adnan Chaudhry,CEO/Director,75
6265487-8,61101-3380100-7,Ali Abbasi,CEO/Director,100
7030403-7,36302-1395052-9,Muhammad Fahad Raja,CEO/Director,100
3794926-0,37405-6477708-9,Muhammad Junaid Warraich,CEO/Director,51
1792734-7,35202-3288026-3,Umar Sandhu,CEO/Director,75
7353164-6,61101-7055145-1,Waqas Rana,CEO/Director,51
8702671-4,34101-1943131-3,Muhammad Hassan Dar,CEO/Director,75
7652786-9,37405-5512861-5,Muhammad Tariq Satti,CEO/Director,100
4428194-8,36302-2599473-5,Muhammad Junaid Sandhu,CEO/Director,100
8044868-1,34101-1843149-5,Muhammad Asad Raja,CEO/Director,100
3332479-3,33100-6137765-7,Hussain Rana,CEO/Director,60
9077299-1,34603-0710290-7,Ahmed Warraich,CEO/Director,100
8956112-8,35202-5553622-9,Muhammad Saad Cheema,CEO/Director,100
2033420-8,34603-1442600-5,Muhammad Usman Sheikh,CEO/Director,60
8845800-3,35202-7187871-1,Abdullah Janjua,CEO/Director,75
8185074-4,33100-8251917-0,Iqra Satti,CEO/Director,60
3308171-9,34101-8419294-1,Muhammad Faizan Mir,CEO/Director,60
6456769-4,17301-7124111-6,Hina Sheikh,CEO/Director,60
8992772-8,34101-7497784-5,Hussain Malik,CEO/Director,51
5601135-2,34101-1546475-1,Muhammad Junaid Mir,CEO/Director,51
2566463-4,35202-0246906-7,Adnan Awan,CEO/Director,60
7370465-4,36302-9137093-8,Mehwish Sheikh,CEO/Director,100
6419213-7,33100-7834808-2,Areeba Sandhu,CEO/Director,75
7391010-9,42101-0111615-5,Ahmed Chaudhry,CEO/Director,75
8801510-9,34603-2764632-2,Sobia Mir,CEO/Director,75
7683469-4,36302-8434731-1,Muhammad Zain Malik,CEO/Director,75
3258547-7,34101-3832911-3,Muhammad Butt,CEO/Director,60
2364918-7,33100-0685756-3,Muhammad Tariq Abbasi,CEO/Director,75
7820587-2,35202-8480008-3,Salman Khan,CEO/Director,75
6856918-1,33100-0962158-0,Mehwish Warraich,CEO/Director,75
6569572-4,34603-1252985-1,Abdullah Bhatti,CEO/Director,100
1539558-5,61101-5676110-5,Danish Abbasi,CEO/Director,60
8316069-4,42101-0728655-3,Zain Sandhu,CEO/Director,75
8702378-1,42101-6779104-8,Rabia Raja,CEO/Director,60
1944776-7,36302-4676013-3,Faizan Khan,CEO/Director,60
8934901-5,35202-0703144-5,Muhammad Salman Sandhu,CEO/Director,100
5237736-9,33100-1833912-2,Maryam Sandhu,CEO/Director,75
1030741-7,17301-4861437-7,Ahmed Khan,CEO/Director,51
9046010-2,33100-7545339-5,Kamran Warraich,CEO/Director,60
5700010-5,36302-9649545-3,Nauman Mughal,CEO/Director,100
8627836-2,42101-2345810-3,Muhammad Saad Dar,CEO/Director,51
1186687-6,35202-8306205-3,Muhammad Abdullah Khan,CEO/Director,60
5308760-5,42101-0417039-4,Iqra Awan,CEO/Director,75
5326652-2,34603-6109018-3,Muhammad Abdullah Sheikh,CEO/Director,75
4790800-0,17301-3358905-5,Abdullah Janjua,CEO/Director,51
4773454-9,36302-8609027-9,Fahad Khan,CEO/Director,60
7399833-2,36302-3108962-7,Muhammad Imran Awan,CEO/Director,100
2480028-3,34603-3050731-9,Muhammad Danish Awan,CEO/Director,100
3851915-7,37405-7665962-8,Nimra Satti,CEO/Director,100
2206562-3,37405-2343672-3,Muhammad Waqas Chaudhry,CEO/Director,51
6970831-3,17301-8056313-7,Faizan Dar,CEO/Director,60
8956935-9,34101-3823066-7,Muhammad Asad Abbasi,CEO/Director,100
8354868-3,17301-4322852-1,Muhammad Cheema,CEO/Director,51
8500509-0,35202-5312732-5,Bilawal Mughal,CEO/Director,51
4984840-6,35202-0477554-7,Muhammad Bilawal Rana,CEO/Director,51
4819471-4,61101-6670095-9,Muhammad Danish Khan,CEO/Director,75
2998285-6,34101-1239599-2,Saba Awan,CEO/Director,60
9444932-4,42101-0182962-5,Muhammad Junaid Mughal,CEO/Director,51
6956478-0,34101-5971743-6,Amna Raja,CEO/Director,51
1820472-9,36302-4383769-5,Shahzad Satti,CEO/Director,100
2954861-1,35202-4173346-5,Zain Sheikh,CEO/Director,100
9151082-4,35202-0490894-9,Nauman Sandhu,CEO/Director,75
2825235-2,34603-5889489-9,Adnan Chaudhry,CEO/Director,60
4613423-7,35202-7154450-8,Komal Cheema,CEO/Director,75
1627320-2,36302-0435037-7,Muhammad Shahzad Qureshi,CEO/Director,100
2548881-0,33100-2930162-5,Muhammad Danish Raja,CEO/Director,75
7792397-1,37405-8064826-3,Muhammad Nauman Mir,CEO/Director,100
7883631-0,61101-9468575-4,Sadia Khan,CEO/Director,100
8279686-7,35202-6471572-3,Muhammad Hamza Warraich,CEO/Director,75
4936635-5,36302-0416325-1,Muhammad Kamran Qureshi,CEO/Director,100
5897881-4,36302-0066324-9,Muhammad Hamza Dar,CEO/Director,100
6750246-8,37405-5947923-9,Muhammad Waqas Awan,CEO/Director,100
1906123-5,33100-4988652-7,Kamran Mughal,CEO/Director,51
6049910-5,34101-8601088-7,Shahzad Bhatti,CEO/Director,51
8653272-2,33100-5679150-9,Muhammad Asad Janjua,CEO/Director,75
1017866-6,37405-4260175-5,Saad Bhatti,CEO/Director,75
5680620-9,17301-3093187-1,Bilal Sandhu,CEO/Director,75
6496639-6,33100-9959917-1,Muhammad Asad Dar,CEO/Director,51
4442042-5,37405-9572887-8,Hira Qureshi,CEO/Director,75
9331884-2,37405-3812726-7,Muhammad Junaid Sheikh,CEO/Director,75
9077294-2,36302-8008444-2,Sana Bhatti,CEO/Director,51
3375027-1,42101-4345126-4,Hina Awan,CEO/Director,100
2181319-9,34603-4894049-9,Saad Gondal,CEO/Director,51
4167562-3,34603-3311654-7,Hamza Khan,CEO/Director,75
1572206-6,42101-6121705-8,Kiran Awan,CEO/Director,51
1063349-0,61101-9952464-3,Bilawal Chaudhry,CEO/Director,100
8451081-9,33100-9682670-6,Sidra Khan,CEO/Director,51
4921997-5,35202-1544824-3,Abdullah Warraich,CEO/Director,75
1522537-7,33100-1172743-4,Maryam Rana,CEO/Director,60
9798577-6,42101-7307510-7,Danish Sheikh,CEO/Director,75
8620302-5,61101-1970726-7,Usman Mughal,CEO/Director,60
3708670-9,37405-0811737-9,Ahmed Butt,CEO/Director,75
4847261-7,34603-8063245-5,Muhammad Farhan Warraich,CEO/Director,60
9997559-0,37405-1717098-2,Mehwish Dar,CEO/Director,60
6454165-2,35202-3074344-3,Danish Khan,CEO/Director,60
6000211-2,34101-7333891-6,Sobia Mir,CEO/Director,60
3181231-2,61101-0213599-7,Muhammad Abdullah Satti,CEO/Director,60
4286283-6,37405-5692316-9,Muhammad Hamza Satti,CEO/Director,51
1116775-8,34603-5468562-0,Sidra Chaudhry,CEO/Director,75
7394616-1,61101-0847775-3,Muhammad Nauman Malik,CEO/Director,100
2125936-9,34101-1839803-6,Sobia Raja,CEO/Director,100
5517633-6,36302-2994246-3,Muhammad Ali Dar,CEO/Director,100
5220844-2,35202-7842296-3,Usman Awan,CEO/Director,51
4551607-8,37405-8044174-7,Muhammad Imran Dar,CEO/Director,75
7536981-7,33100-3787982-5,Fahad Cheema,CEO/Director,60
7386061-5,34603-5645146-1,Muhammad Asad Cheema,CEO/Director,100
3103153-2,33100-9083579-1,Waqas Mughal,CEO/Director,100
1928450-2,35202-0325442-7,Ali Dar,CEO/Director,51
6342955-1,36302-3249623-3,Rizwan Awan,CEO/Director,100
9915651-3,35202-9189269-1,Bilal Janjua,CEO/Director,75
5061417-8,61101-7958268-8,Amna Cheema,CEO/Director,60
7337888-9,17301-9001660-9,Zain Janjua,CEO/Director,51
9409195-8,34101-5593583-0,Maryam Bhatti,CEO/Director,60
1348806-4,61101-4445346-7,Farhan Rana,CEO/Director,100
5698039-7,34603-9764841-5,Adnan Malik,CEO/Director,60
1894961-3,61101-3246002-1,Muhammad Nauman Raja,CEO/Director,51
4384529-2,34603-8867385-5,Muhammad Shahzad Bhatti,CEO/Director,51
3369663-6,35202-7216083-8,Sidra Rana,CEO/Director,100
1652459-1,34101-5746203-2,Hira Sandhu,CEO/Director,51
4147910-3,34603-4783462-0,Sobia Rana,CEO/Director,51
7797605-9,17301-9931570-5,Muhammad Imran Abbasi,CEO/Director,60
7929512-6,17301-9466144-0,Rabia Warraich,CEO/Director,60
4222097-4,17301-2336210-3,Ali Malik,CEO/Director,60
8987548-5,34603-1633406-9,Zain Mughal,CEO/Director,51
4601675-9,34101-1872191-1,Muhammad Zain Mughal,CEO/Director,51
6297879-9,35202-5250085-7,Muhammad Ahmed Cheema,CEO/Director,100
8595961-3,17301-9244216-3,Muhammad Shahzad Raja,CEO/Director,75
1364478-1,61101-6412724-1,Muhammad Hussain Bhatti,CEO/Director,60
9326556-4,33100-8265998-2,Sadia Chaudhry,CEO/Director,60
2308414-0,36302-6783403-5,Faizan Janjua,CEO/Director,51
7182590-7,61101-6813265-7,Abdullah Satti,CEO/Director,60
3080054-2,36302-3390199-1,Zain Cheema,CEO/Director,60
4267747-7,34101-2026294-1,Muhammad Danish Satti,CEO/Director,100
8217069-6,17301-5182781-1,Nauman Malik,CEO/Director,100
6455573-4,42101-3226643-7,Farhan Satti,CEO/Director,60
1473287-7,37405-8864270-1,Muhammad Nauman Tarar,CEO/Director,51
9421923-1,42101-0734150-1,Ahmed Raja,CEO/Director,75
6275764-0,33100-7071469-6,Sana Qureshi,CEO/Director,60
8962555-0,61101-4479410-6,Hina Chaudhry,CEO/Director,51
5293116-5,17301-3033949-0,Zainab Khan,CEO/Director,51
4621034-5,34603-8834969-3,Muhammad Waqas Sandhu,CEO/Director,100
1102442-1,35202-4826107-7,Farhan Satti,CEO/Director,51
4875229-5,36302-5944543-5,Muhammad Bilawal Malik,CEO/Director,60
7679161-0,37405-6715050-0,Maryam Khan,CEO/Director,60
6459670-8,36302-2857219-5,Muhammad Shahzad Malik,CEO/Director,60
8956015-4,37405-8666646-5,Imran Mughal,CEO/Director,51
2324100-7,17301-5670571-5,Asad Butt,CEO/Director,51
1033112-5,37405-7890231-9,Danish Rana,CEO/Director,51
9607727-1,35202-9406550-0,Sobia Mir,CEO/Director,100
4941411-2,34603-5805171-2,Aqsa Dar,CEO/Director,100
4488437-3,34101-0325884-8,Komal Raja,CEO/Director,75
8194158-4,36302-3329369-1,Muhammad Zain Raja,CEO/Director,100
7418596-7,34101-8808104-0,Sana Sandhu,CEO/Director,51
9398912-7,34101-2787302-5,Muhammad Zain Rana,CEO/Director,100
7907901-7,36302-4637664-3,Ahmed Chaudhry,CEO/Director,60
2617069-8,17301-8171239-8,Zainab Tarar,CEO/Director,75
7070026-9,36302-7100488-7,Imran Malik,CEO/Director,75
2127548-3,36302-6547280-2,Fatima Warraich,CEO/Director,60
3220225-7,36302-2724452-3,Muhammad Mir,CEO/Director,75
2941241-9,36302-3771103-1,Muhammad Asad Bhatti,CEO/Director,60
2067162-5,34603-7751626-2,Sobia Rana,CEO/Director,100
5161386-3,37405-0641390-3,Abdullah Abbasi,CEO/Director,100
2701518-9,37405-4229744-9,Muhammad Nauman Gondal,CEO/Director,100
7569736-3,17301-3338878-1,Muhammad Danish Satti,CEO/Director,75
7011176-1,33100-5362184-7,Muhammad Imran Sandhu,CEO/Director,75
9137335-3,35202-7924551-9,Muhammad Danish Awan,CEO/Director,51
9215592-4,37405-9805490-3,Muhammad Danish Dar,CEO/Director,51
2086323-9,34101-6229585-9,Muhammad Umar Gondal,CEO/Director,75
7247506-0,36302-9016836-0,Sidra Satti,CEO/Director,75
4157124-8,61101-8783752-3,Zain Chaudhry,CEO/Director,51
1268465-0,33100-2535898-5,Adnan Abbasi,CEO/Director,51
5978240-4,34603-9222875-9,Muhammad Umar Sandhu,CEO/Director,100
2415629-7,42101-5538580-6,Rabia Malik,CEO/Director,51
5774103-5,33100-5557669-1,Tariq Qureshi,CEO/Director,51
5544905-8,33100-6484413-5,Saad Qureshi,CEO/Director,60
4866332-5,35202-3176638-1,Usman Mughal,CEO/Director,60
1290906-2,36302-6331511-1,Muhammad Hassan Malik,CEO/Director,60
3983438-1,34101-6625714-9,Hamza Raja,CEO/Director,75
4894033-8,34603-4684542-5,Saad Malik,CEO/Director,100
1945562-1,17301-2001194-1,Rizwan Abbasi,CEO/Director,51
3619958-7,37405-7244028-3,Imran Malik,CEO/Director,75
7657021-1,37405-5896800-9,Muhammad Waqas Janjua,CEO/Director,51
3472701-0,37405-9276892-5,Muhammad Imran Dar,CEO/Director,100
4915143-1,33100-8864561-5,Muhammad Abdullah Mughal,CEO/Director,100
2022165-0,33100-2693092-1,Muhammad Usman Qureshi,CEO/Director,100
4521359-2,33100-9167477-5,Farhan Cheema,CEO/Director,60
7047495-1,36302-1403712-3,Umar Warraich,CEO/Director,100
3668337-8,61101-9053504-5,Muhammad Hamza Chaudhry,CEO/Director,75
9128097-6,34101-0946308-1,Danish Malik,CEO/Director,60
2253681-2,61101-1546323-8,Sana Bhatti,CEO/Director,51
8960704-2,33100-7598904-3,Shahzad Awan,CEO/Director,51
5400655-8,61101-9624396-7,Muhammad Rizwan Janjua,CEO/Director,100
8145945-0,37405-9240745-2,Hina Raja,CEO/Director,60
3991666-1,33100-2386182-8,Amna Khan,CEO/Director,100
1836097-3,34101-5246394-5,Ahmed Abbasi,CEO/Director,100
4668793-6,33100-1222183-4,Sana Mir,CEO/Director,100
9530504-7,34603-7820196-5,Muhammad Junaid Abbasi,CEO/Director,75
1985414-7,34101-0911697-5,Hassan Tarar,CEO/Director,100
3531809-2,17301-5814045-8,Zainab Gondal,CEO/Director,100
6101891-0,34603-3768355-7,Bilawal Warraich,CEO/Director,51
2303615-4,61101-4612629-5,Muhammad Ali Qureshi,CEO/Director,100
2169481-0,33100-7881994-5,Danish Raja,CEO/Director,51
5516663-2,36302-3915792-9,Faizan Bhatti,CEO/Director,60
4910652-0,34101-6383271-3,Hussain Abbasi,CEO/Director,51
5180962-1,34101-1408659-5,Tariq Qureshi,CEO/Director,51
5399980-7,36302-0841022-3,Asad Qureshi,CEO/Director,100
2944232-0,17301-9815644-0,Noor Janjua,CEO/Director,100
4058823-4,37405-5806875-7,Muhammad Bilawal Gondal,CEO/Director,75
2164415-8,37405-2465199-6,Rabia Mughal,CEO/Director,75
6022755-6,42101-8269959-1,Muhammad Nauman Bhatti,CEO/Director,51
7476349-4,37405-5204952-6,Rabia Sandhu,CEO/Director,75
9716901-9,42101-6827210-5,Asad Awan,CEO/Director,51
7297992-3,34603-0720373-3,Asad Awan,CEO/Director,51
5219567-8,61101-8929080-4,Maryam Abbasi,CEO/Director,60
4276785-2,36302-4787217-3,Muhammad Adnan Abbasi,CEO/Director,75
3811672-3,61101-6164607-9,Muhammad Danish Satti,CEO/Director,51
1982283-4,33100-2736769-7,Muhammad Kamran Sheikh,CEO/Director,100
2073833-9,37405-8299571-9,Muhammad Danish Gondal,CEO/Director,60
8379487-6,42101-1550506-3,Usman Awan,CEO/Director,51
1898076-2,34101-1601861-7,Faizan Malik,CEO/Director,75
8585681-9,35202-0867616-1,Muhammad Farhan Sheikh,CEO/Director,60
6031880-0,36302-8962060-1,Hamza Khan,CEO/Director,51
4770278-5,35202-0567134-2,Fatima Gondal,CEO/Director,75
1969273-3,35202-0596652-5,Muhammad Saad Mughal,CEO/Director,100
8186984-7,35202-7817758-3,Faizan Abbasi,CEO/Director,51
1646406-4,17301-1067896-3,Muhammad Rizwan Awan,CEO/Director,75
1079448-3,37405-0388618-9,Kamran Cheema,CEO/Director,75
1393107-0,34101-7322127-1,Kamran Malik,CEO/Director,51
7095784-9,17301-7085886-8,Sidra Dar,CEO/Director,51
1460479-3,36302-7683922-1,Kamran Rana,CEO/Director,75
3539173-2,36302-9794968-5,Shahzad Butt,CEO/Director,75
5455854-5,35202-2522256-3,Muhammad Usman Mir,CEO/Director,75
1950625-2,34603-6105790-3,Umar Abbasi,CEO/Director,75
3284818-8,35202-7102212-7,Imran Satti,CEO/Director,75
5150510-6,36302-4407766-5,Hamza Sandhu,CEO/Director,100
9251383-7,37405-6233642-7,Muhammad Tariq Mughal,CEO/Director,75
2961135-1,33100-1984076-5,Muhammad Zain Satti,CEO/Director,100
4923222-8,37405-6165633-3,Muhammad Nauman Bhatti,CEO/Director,51
8597607-1,42101-4925466-7,Muhammad Hassan Sheikh,CEO/Director,60
2492727-1,17301-5167453-3,Muhammad Nauman Malik,CEO/Director,100
4223732-3,34603-3952137-8,Rabia Gondal,CEO/Director,51
4055293-1,42101-8498604-2,Sana Mughal,CEO/Director,60
8630072-9,61101-5699365-5,Muhammad Usman Sandhu,CEO/Director,100
9574995-5,35202-1456098-0,Hina Awan,CEO/Director,100
6608888-2,34101-1498433-3,Rizwan Raja,CEO/Director,75
5849281-1,61101-4728154-9,Usman Abbasi,CEO/Director,75
4781435-4,33100-7455809-4,Rabia Bhatti,CEO/Director,75
3318787-8,34603-0745500-8,Nimra Sandhu,CEO/Director,100
2375570-8,36302-1943306-7,Muhammad Waqas Bhatti,CEO/Director,60
7044389-2,33100-7940134-7,Asad Mir,CEO/Director,51
8746188-7,37405-7286186-5,Hussain Janjua,CEO/Director,100
9136966-9,33100-3068368-5,Shahzad Raja,CEO/Director,75
3025853-0,42101-3104474-6,Hina Malik,CEO/Director,75
4525667-0,37405-2615491-1,Muhammad Hamza Raja,CEO/Director,75
5729138-1,17301-7595445-9,Muhammad Fahad Abbasi,CEO/Director,51
2757002-2,17301-8958692-4,Mehwish Dar,CEO/Director,51
7324199-9,17301-5126060-3,Muhammad Shahzad Khan,CEO/Director,75
2815666-8,34603-2301296-1,Usman Gondal,CEO/Director,51
5611982-0,42101-3822093-5,Tariq Sheikh,CEO/Director,75
3570954-4,17301-0071767-5,Muhammad Zain Satti,CEO/Director,100
2371020-3,17301-4831396-3,Kamran Khan,CEO/Director,75
7130473-2,61101-7394020-1,Danish Qureshi,CEO/Director,100
9327335-8,34603-9938790-9,Muhammad Shahzad Mughal,CEO/Director,75
9639751-5,36302-5713587-4,Hina Abbasi,CEO/Director,75
5444504-9,37405-1254675-1,Usman Khan,CEO/Director,51
3821417-2,37405-9159121-9,Usman Janjua,CEO/Director,51
9380232-5,37405-5850058-9,Muhammad Usman Abbasi,CEO/Director,60
4943141-3,37405-4684876-6,Iqra Mir,CEO/Director,100
7401190-9,33100-6312298-5,Nauman Dar,CEO/Director,51
6731091-0,33100-0849520-1,Hussain Bhatti,CEO/Director,60
4886671-4,34101-2878885-1,Waqas Cheema,CEO/Director,60
3798980-6,34101-1300194-5,Muhammad Junaid Malik,CEO/Director,51
8410804-8,17301-5716211-9,Muhammad Farhan Raja,CEO/Director,100
8106667-0,17301-5639357-7,Faizan Satti,CEO/Director,51
9806312-8,37405-6744530-1,Zain Mughal,CEO/Director,60
4818281-6,35202-7584329-9,Hassan Janjua,CEO/Director,60
4202083-2,35202-9814040-5,Shahzad Sheikh,CEO/Director,100
7621479-9,33100-9192201-2,Sobia Qureshi,CEO/Director,75
9723906-5,36302-4684854-6,Fatima Warraich,CEO/Director,100
6318388-9,35202-5699716-5,Ali Satti,CEO/Director,51
5632163-2,35202-7882204-1,Muhammad Farhan Chaudhry,CEO/Director,100
6299062-1,34603-1215807-7,Muhammad Hassan Butt,CEO/Director,51
5179791-5,34603-7074507-1,Muhammad Umar Sheikh,CEO/Director,100
3750655-6,61101-8505014-5,Rizwan Butt,CEO/Director,75
7987341-2,37405-8118774-3,Muhammad Faizan Abbasi,CEO/Director,51
3055093-0,36302-8722798-7,Muhammad Salman Abbasi,CEO/Director,75
5340618-4,17301-7885007-1,Muhammad Faizan Abbasi,CEO/Director,51
6871412-3,35202-4663438-7,Adnan Sheikh,CEO/Director,51
7293837-6,35202-9111621-9,Ali Mir,CEO/Director,60
7808325-8,17301-4167683-9,Muhammad Adnan Rana,CEO/Director,51
9056105-2,17301-8341549-1,Saad Janjua,CEO/Director,51
1583828-4,17301-8512435-9,Muhammad Ali Warraich,CEO/Director,60
1874056-8,61101-4833749-5,Faizan Qureshi,CEO/Director,51
7486028-2,37405-4908370-1,Muhammad Ali Mir,CEO/Director,75
4428910-4,35202-1559106-3,Muhammad Shahzad Rana,CEO/Director,51
2751985-0,33100-9548837-1,Muhammad Hamza Malik,CEO/Director,51
5409368-2,36302-7588524-5,Zain Malik,CEO/Director,60
4746838-7,34101-4612541-9,Tariq Janjua,CEO/Director,100
3988753-9,34101-5615630-7,Muhammad Kamran Butt,CEO/Director,100
6970052-4,33100-0559711-1,Muhammad Hassan Raja,CEO/Director,60
8974610-8,42101-4245135-3,Muhammad Cheema,CEO/Director,75
9126726-8,33100-9272894-8,Hina Gondal,CEO/Director,75
7659659-2,37405-5846818-1,Muhammad Saad Abbasi,CEO/Director,60
5323602-2,37405-5993778-7,Zain Chaudhry,CEO/Director,51
3848348-9,37405-0106521-9,Tariq Chaudhry,CEO/Director,51
6242754-5,17301-0953852-5,Rizwan Cheema,CEO/Director,51
8943299-7,42101-8510318-1,Muhammad Hassan Mughal,CEO/Director,75
3458193-0,61101-1201786-2,Sobia Tarar,CEO/Director,51
4111805-5,36302-7779346-1,Muhammad Tariq Cheema,CEO/Director,60
3742139-7,34101-2245458-5,Muhammad Faizan Bhatti,CEO/Director,60
9549475-9,37405-5045161-9,Muhammad Rizwan Mughal,CEO/Director,51
5732652-6,33100-4721450-5,Faizan Chaudhry,CEO/Director,51
